"ITEM","Item","BANK","Bank","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"IN06AE","6.a. Staff costs","ALL","All banks","BEL","Belgium","1999","1999",4704.343,,
"IN06AE","6.a. Staff costs","ALL","All banks","BEL","Belgium","2000","2000",4909.697,,
"IN06AE","6.a. Staff costs","ALL","All banks","BEL","Belgium","2001","2001",5072.846,,
"IN06AE","6.a. Staff costs","ALL","All banks","BEL","Belgium","2002","2002",4972.776,,
"IN06AE","6.a. Staff costs","ALL","All banks","BEL","Belgium","2003","2003",4886.857,,
"IN06AE","6.a. Staff costs","ALL","All banks","BEL","Belgium","2004","2004",4873.081,,
"IN06AE","6.a. Staff costs","ALL","All banks","BEL","Belgium","2005","2005",4746.567,,
"IN06AE","6.a. Staff costs","ALL","All banks","BEL","Belgium","2006","2006",4984.448,,
"IN06AE","6.a. Staff costs","ALL","All banks","BEL","Belgium","2007","2007",5251.98,,
"IN06AE","6.a. Staff costs","ALL","All banks","BEL","Belgium","2008","2008",5442.19,,
"IN06AE","6.a. Staff costs","ALL","All banks","BEL","Belgium","2009","2009",5289.121,,
"IN06AE","6.a. Staff costs","ALL","All banks","CAN","Canada","1999","1999",18362,,
"IN06AE","6.a. Staff costs","ALL","All banks","CAN","Canada","2000","2000",21401,,
"IN06AE","6.a. Staff costs","ALL","All banks","CAN","Canada","2001","2001",22900,,
"IN06AE","6.a. Staff costs","ALL","All banks","CAN","Canada","2002","2002",23717,,
"IN06AE","6.a. Staff costs","ALL","All banks","CAN","Canada","2003","2003",23870,,
"IN06AE","6.a. Staff costs","ALL","All banks","CAN","Canada","2004","2004",24661,,
"IN06AE","6.a. Staff costs","ALL","All banks","CAN","Canada","2005","2005",25127,,
"IN06AE","6.a. Staff costs","ALL","All banks","CAN","Canada","2006","2006",26413,,
"IN06AE","6.a. Staff costs","ALL","All banks","CAN","Canada","2007","2007",27534,,
"IN06AE","6.a. Staff costs","ALL","All banks","CAN","Canada","2008","2008",27815,,
"IN06AE","6.a. Staff costs","ALL","All banks","CAN","Canada","2009","2009",30237,,
"IN06AE","6.a. Staff costs","ALL","All banks","CZE","Czech Republic","1999","1999",19887.2,,
"IN06AE","6.a. Staff costs","ALL","All banks","CZE","Czech Republic","2000","2000",20662.93,,
"IN06AE","6.a. Staff costs","ALL","All banks","CZE","Czech Republic","2001","2001",22325.97,,
"IN06AE","6.a. Staff costs","ALL","All banks","CZE","Czech Republic","2002","2002",22431.913,,
"IN06AE","6.a. Staff costs","ALL","All banks","CZE","Czech Republic","2003","2003",23391.235,,
"IN06AE","6.a. Staff costs","ALL","All banks","CZE","Czech Republic","2004","2004",24556.658,,
"IN06AE","6.a. Staff costs","ALL","All banks","CZE","Czech Republic","2005","2005",26223.481,,
"IN06AE","6.a. Staff costs","ALL","All banks","CZE","Czech Republic","2006","2006",28976.24,,
"IN06AE","6.a. Staff costs","ALL","All banks","CZE","Czech Republic","2007","2007",30917.646,,
"IN06AE","6.a. Staff costs","ALL","All banks","CZE","Czech Republic","2008","2008",31196.976,,
"IN06AE","6.a. Staff costs","ALL","All banks","CZE","Czech Republic","2009","2009",31045.662,,
"IN06AE","6.a. Staff costs","ALL","All banks","DNK","Denmark","1999","1999",16697,,
"IN06AE","6.a. Staff costs","ALL","All banks","DNK","Denmark","2000","2000",18314,,
"IN06AE","6.a. Staff costs","ALL","All banks","DNK","Denmark","2001","2001",18783,,
"IN06AE","6.a. Staff costs","ALL","All banks","DNK","Denmark","2002","2002",19328.026,,
"IN06AE","6.a. Staff costs","ALL","All banks","DNK","Denmark","2003","2003",20330.004,,
"IN06AE","6.a. Staff costs","ALL","All banks","DNK","Denmark","2004","2004",20196.85,,
"IN06AE","6.a. Staff costs","ALL","All banks","DNK","Denmark","2005","2005",21487.309,,
"IN06AE","6.a. Staff costs","ALL","All banks","DNK","Denmark","2006","2006",23113.758,,
"IN06AE","6.a. Staff costs","ALL","All banks","DNK","Denmark","2007","2007",26496.497,,
"IN06AE","6.a. Staff costs","ALL","All banks","DNK","Denmark","2008","2008",28157.797,,
"IN06AE","6.a. Staff costs","ALL","All banks","DNK","Denmark","2009","2009",29531.92,,
"IN06AE","6.a. Staff costs","ALL","All banks","FIN","Finland","1999","1999",845.591,,
"IN06AE","6.a. Staff costs","ALL","All banks","FIN","Finland","2000","2000",875.383,,
"IN06AE","6.a. Staff costs","ALL","All banks","FIN","Finland","2001","2001",973.887,,
"IN06AE","6.a. Staff costs","ALL","All banks","FIN","Finland","2002","2002",1016.564,,
"IN06AE","6.a. Staff costs","ALL","All banks","FIN","Finland","2003","2003",1038.348,,
"IN06AE","6.a. Staff costs","ALL","All banks","FIN","Finland","2004","2004",992.518,,
"IN06AE","6.a. Staff costs","ALL","All banks","FIN","Finland","2005","2005",1008.964,,
"IN06AE","6.a. Staff costs","ALL","All banks","FIN","Finland","2006","2006",1082.823,,
"IN06AE","6.a. Staff costs","ALL","All banks","FIN","Finland","2007","2007",1160.676,,
"IN06AE","6.a. Staff costs","ALL","All banks","FIN","Finland","2008","2008",1242.835,,
"IN06AE","6.a. Staff costs","ALL","All banks","FIN","Finland","2009","2009",1280.689,,
"IN06AE","6.a. Staff costs","ALL","All banks","FRA","France","1999","1999",24515.02,,
"IN06AE","6.a. Staff costs","ALL","All banks","DEU","Germany","1999","1999",37170,,
"IN06AE","6.a. Staff costs","ALL","All banks","DEU","Germany","2000","2000",40708,,
"IN06AE","6.a. Staff costs","ALL","All banks","DEU","Germany","2001","2001",41742,,
"IN06AE","6.a. Staff costs","ALL","All banks","DEU","Germany","2002","2002",40221,,
"IN06AE","6.a. Staff costs","ALL","All banks","DEU","Germany","2003","2003",40192,,
"IN06AE","6.a. Staff costs","ALL","All banks","DEU","Germany","2004","2004",39654,,
"IN06AE","6.a. Staff costs","ALL","All banks","DEU","Germany","2005","2005",41815,,
"IN06AE","6.a. Staff costs","ALL","All banks","DEU","Germany","2006","2006",44139,,
"IN06AE","6.a. Staff costs","ALL","All banks","DEU","Germany","2007","2007",42811,,
"IN06AE","6.a. Staff costs","ALL","All banks","DEU","Germany","2008","2008",40358,,
"IN06AE","6.a. Staff costs","ALL","All banks","DEU","Germany","2009","2009",43220,,
"IN06AE","6.a. Staff costs","ALL","All banks","IRL","Ireland","1999","1999",2065.1,,
"IN06AE","6.a. Staff costs","ALL","All banks","IRL","Ireland","2000","2000",2455.4,,
"IN06AE","6.a. Staff costs","ALL","All banks","IRL","Ireland","2001","2001",2722,,
"IN06AE","6.a. Staff costs","ALL","All banks","IRL","Ireland","2002","2002",3034,,
"IN06AE","6.a. Staff costs","ALL","All banks","IRL","Ireland","2003","2003",2806,,
"IN06AE","6.a. Staff costs","ALL","All banks","IRL","Ireland","2004","2004",3325,,
"IN06AE","6.a. Staff costs","ALL","All banks","IRL","Ireland","2005","2005",3911.525,,
"IN06AE","6.a. Staff costs","ALL","All banks","IRL","Ireland","2006","2006",4581.953,,
"IN06AE","6.a. Staff costs","ALL","All banks","IRL","Ireland","2007","2007",4935.476,,
"IN06AE","6.a. Staff costs","ALL","All banks","IRL","Ireland","2008","2008",4384.064,,
"IN06AE","6.a. Staff costs","ALL","All banks","IRL","Ireland","2009","2009",3524.734,,
"IN06AE","6.a. Staff costs","ALL","All banks","ITA","Italy","1999","1999",20738,,
"IN06AE","6.a. Staff costs","ALL","All banks","ITA","Italy","2000","2000",20917,,
"IN06AE","6.a. Staff costs","ALL","All banks","ITA","Italy","2001","2001",21130,,
"IN06AE","6.a. Staff costs","ALL","All banks","ITA","Italy","2002","2002",22119,,
"IN06AE","6.a. Staff costs","ALL","All banks","ITA","Italy","2003","2003",23244,,
"IN06AE","6.a. Staff costs","ALL","All banks","ITA","Italy","2004","2004",22952,,
"IN06AE","6.a. Staff costs","ALL","All banks","ITA","Italy","2005","2005",23689,,
"IN06AE","6.a. Staff costs","ALL","All banks","ITA","Italy","2006","2006",25567.75,,
"IN06AE","6.a. Staff costs","ALL","All banks","ITA","Italy","2007","2007",27400.62,,
"IN06AE","6.a. Staff costs","ALL","All banks","ITA","Italy","2008","2008",26643.15,,
"IN06AE","6.a. Staff costs","ALL","All banks","ITA","Italy","2009","2009",24866.99,,
"IN06AE","6.a. Staff costs","ALL","All banks","JPN","Japan","1999","1999",3503000,,
"IN06AE","6.a. Staff costs","ALL","All banks","JPN","Japan","2000","2000",3365500,,
"IN06AE","6.a. Staff costs","ALL","All banks","JPN","Japan","2001","2001",3220200,,
"IN06AE","6.a. Staff costs","ALL","All banks","JPN","Japan","2002","2002",3240300,,
"IN06AE","6.a. Staff costs","ALL","All banks","JPN","Japan","2003","2003",3094200,,
"IN06AE","6.a. Staff costs","ALL","All banks","JPN","Japan","2004","2004",2780526,,
"IN06AE","6.a. Staff costs","ALL","All banks","JPN","Japan","2005","2005",2791786,,
"IN06AE","6.a. Staff costs","ALL","All banks","JPN","Japan","2006","2006",2630480,,
"IN06AE","6.a. Staff costs","ALL","All banks","JPN","Japan","2007","2007",2679435,,
"IN06AE","6.a. Staff costs","ALL","All banks","JPN","Japan","2008","2008",2920926,,
"IN06AE","6.a. Staff costs","ALL","All banks","KOR","Korea","1999","1999",3659000,,
"IN06AE","6.a. Staff costs","ALL","All banks","KOR","Korea","2000","2000",4063000,,
"IN06AE","6.a. Staff costs","ALL","All banks","KOR","Korea","2001","2001",3825000,,
"IN06AE","6.a. Staff costs","ALL","All banks","KOR","Korea","2002","2002",4677000,,
"IN06AE","6.a. Staff costs","ALL","All banks","KOR","Korea","2003","2003",5234000,,
"IN06AE","6.a. Staff costs","ALL","All banks","KOR","Korea","2004","2004",6402652.48,,
"IN06AE","6.a. Staff costs","ALL","All banks","KOR","Korea","2005","2005",7316293.613,,
"IN06AE","6.a. Staff costs","ALL","All banks","KOR","Korea","2006","2006",7657540.418,,
"IN06AE","6.a. Staff costs","ALL","All banks","KOR","Korea","2007","2007",8727879.067,,
"IN06AE","6.a. Staff costs","ALL","All banks","KOR","Korea","2008","2008",8431020,,
"IN06AE","6.a. Staff costs","ALL","All banks","KOR","Korea","2009","2009",8798799.608,,
"IN06AE","6.a. Staff costs","ALL","All banks","LUX","Luxembourg","1999","1999",1483,,
"IN06AE","6.a. Staff costs","ALL","All banks","LUX","Luxembourg","2000","2000",1716,,
"IN06AE","6.a. Staff costs","ALL","All banks","LUX","Luxembourg","2001","2001",1804,,
"IN06AE","6.a. Staff costs","ALL","All banks","LUX","Luxembourg","2002","2002",1870.634,,
"IN06AE","6.a. Staff costs","ALL","All banks","LUX","Luxembourg","2003","2003",1790.473,,
"IN06AE","6.a. Staff costs","ALL","All banks","LUX","Luxembourg","2004","2004",1884.245,,
"IN06AE","6.a. Staff costs","ALL","All banks","LUX","Luxembourg","2005","2005",1994.166,,
"IN06AE","6.a. Staff costs","ALL","All banks","LUX","Luxembourg","2006","2006",2208.493,,
"IN06AE","6.a. Staff costs","ALL","All banks","LUX","Luxembourg","2007","2007",2432.05,,
"IN06AE","6.a. Staff costs","ALL","All banks","LUX","Luxembourg","2008","2008",2635,,
"IN06AE","6.a. Staff costs","ALL","All banks","MEX","Mexico","2000","2000",39820.991,,
"IN06AE","6.a. Staff costs","ALL","All banks","MEX","Mexico","2001","2001",37129.295,,
"IN06AE","6.a. Staff costs","ALL","All banks","MEX","Mexico","2002","2002",42117.059,,
"IN06AE","6.a. Staff costs","ALL","All banks","MEX","Mexico","2003","2003",42489.964,,
"IN06AE","6.a. Staff costs","ALL","All banks","MEX","Mexico","2004","2004",46012.859,,
"IN06AE","6.a. Staff costs","ALL","All banks","MEX","Mexico","2005","2005",51223.345,,
"IN06AE","6.a. Staff costs","ALL","All banks","MEX","Mexico","2006","2006",58815.272,,
"IN06AE","6.a. Staff costs","ALL","All banks","MEX","Mexico","2007","2007",67305.803,,
"IN06AE","6.a. Staff costs","ALL","All banks","MEX","Mexico","2008","2008",73357.672,,
"IN06AE","6.a. Staff costs","ALL","All banks","MEX","Mexico","2009","2009",83969.936,,
"IN06AE","6.a. Staff costs","ALL","All banks","NLD","Netherlands","1999","1999",14677.544,,
"IN06AE","6.a. Staff costs","ALL","All banks","NLD","Netherlands","2000","2000",17476.477,,
"IN06AE","6.a. Staff costs","ALL","All banks","NLD","Netherlands","2001","2001",18415.41,,
"IN06AE","6.a. Staff costs","ALL","All banks","NLD","Netherlands","2002","2002",18049.376,,
"IN06AE","6.a. Staff costs","ALL","All banks","NLD","Netherlands","2003","2003",17678.564,,
"IN06AE","6.a. Staff costs","ALL","All banks","NLD","Netherlands","2004","2004",19223.335,,
"IN06AE","6.a. Staff costs","ALL","All banks","NLD","Netherlands","2005","2005",18887.897,,
"IN06AE","6.a. Staff costs","ALL","All banks","NLD","Netherlands","2006","2006",20669,,
"IN06AE","6.a. Staff costs","ALL","All banks","NLD","Netherlands","2007","2007",20626,,
"IN06AE","6.a. Staff costs","ALL","All banks","NLD","Netherlands","2008","2008",18921,,
"IN06AE","6.a. Staff costs","ALL","All banks","NLD","Netherlands","2009","2009",16285,,
"IN06AE","6.a. Staff costs","ALL","All banks","NOR","Norway","1999","1999",11381,,
"IN06AE","6.a. Staff costs","ALL","All banks","NOR","Norway","2000","2000",12939,,
"IN06AE","6.a. Staff costs","ALL","All banks","NOR","Norway","2001","2001",13735,,
"IN06AE","6.a. Staff costs","ALL","All banks","NOR","Norway","2002","2002",13996,,
"IN06AE","6.a. Staff costs","ALL","All banks","NOR","Norway","2003","2003",14658,,
"IN06AE","6.a. Staff costs","ALL","All banks","NOR","Norway","2004","2004",14629,,
"IN06AE","6.a. Staff costs","ALL","All banks","NOR","Norway","2005","2005",15067,,
"IN06AE","6.a. Staff costs","ALL","All banks","NOR","Norway","2006","2006",16536,,
"IN06AE","6.a. Staff costs","ALL","All banks","NOR","Norway","2007","2007",17904,,
"IN06AE","6.a. Staff costs","ALL","All banks","NOR","Norway","2008","2008",19346,,
"IN06AE","6.a. Staff costs","ALL","All banks","NOR","Norway","2009","2009",20203,,
"IN06AE","6.a. Staff costs","ALL","All banks","POL","Poland","1999","1999",7080,,
"IN06AE","6.a. Staff costs","ALL","All banks","POL","Poland","2000","2000",8281,,
"IN06AE","6.a. Staff costs","ALL","All banks","POL","Poland","2001","2001",8646,,
"IN06AE","6.a. Staff costs","ALL","All banks","POL","Poland","2002","2002",8804,,
"IN06AE","6.a. Staff costs","ALL","All banks","POL","Poland","2003","2003",8814,,
"IN06AE","6.a. Staff costs","ALL","All banks","POL","Poland","2004","2004",9087.723,,
"IN06AE","6.a. Staff costs","ALL","All banks","POL","Poland","2005","2005",9835.733,,
"IN06AE","6.a. Staff costs","ALL","All banks","POL","Poland","2006","2006",8824.798,,
"IN06AE","6.a. Staff costs","ALL","All banks","POL","Poland","2007","2007",10042.321,,
"IN06AE","6.a. Staff costs","ALL","All banks","POL","Poland","2008","2008",13638.882,,
"IN06AE","6.a. Staff costs","ALL","All banks","POL","Poland","2009","2009",13363.642,,
"IN06AE","6.a. Staff costs","ALL","All banks","SVK","Slovak Republic","1999","1999",258.274,,
"IN06AE","6.a. Staff costs","ALL","All banks","SVK","Slovak Republic","2000","2000",275.747,,
"IN06AE","6.a. Staff costs","ALL","All banks","SVK","Slovak Republic","2001","2001",288.28,,
"IN06AE","6.a. Staff costs","ALL","All banks","SVK","Slovak Republic","2002","2002",312.244,,
"IN06AE","6.a. Staff costs","ALL","All banks","SVK","Slovak Republic","2003","2003",334.172,,
"IN06AE","6.a. Staff costs","ALL","All banks","SVK","Slovak Republic","2004","2004",357.809,,
"IN06AE","6.a. Staff costs","ALL","All banks","SVK","Slovak Republic","2005","2005",402.608,,
"IN06AE","6.a. Staff costs","ALL","All banks","SVK","Slovak Republic","2006","2006",453.191,,
"IN06AE","6.a. Staff costs","ALL","All banks","SVK","Slovak Republic","2007","2007",471.773,,
"IN06AE","6.a. Staff costs","ALL","All banks","SVK","Slovak Republic","2008","2008",514.608,,
"IN06AE","6.a. Staff costs","ALL","All banks","SVK","Slovak Republic","2009","2009",486.568,,
"IN06AE","6.a. Staff costs","ALL","All banks","ESP","Spain","1999","1999",11667,,
"IN06AE","6.a. Staff costs","ALL","All banks","ESP","Spain","2000","2000",13333,,
"IN06AE","6.a. Staff costs","ALL","All banks","ESP","Spain","2001","2001",13067,,
"IN06AE","6.a. Staff costs","ALL","All banks","ESP","Spain","2002","2002",14001,,
"IN06AE","6.a. Staff costs","ALL","All banks","ESP","Spain","2003","2003",13701,,
"IN06AE","6.a. Staff costs","ALL","All banks","ESP","Spain","2004","2004",16207,,
"IN06AE","6.a. Staff costs","ALL","All banks","ESP","Spain","2005","2005",14649,,
"IN06AE","6.a. Staff costs","ALL","All banks","ESP","Spain","2006","2006",15772,,
"IN06AE","6.a. Staff costs","ALL","All banks","ESP","Spain","2007","2007",17408,,
"IN06AE","6.a. Staff costs","ALL","All banks","ESP","Spain","2008","2008",18171,,
"IN06AE","6.a. Staff costs","ALL","All banks","ESP","Spain","2009","2009",18022,,
"IN06AE","6.a. Staff costs","ALL","All banks","SWE","Sweden","1999","1999",22676,,
